antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
22384,20728,0.04281944326210947,0.04533072273772027,0.020005107687069038,0.4671968190854871,10.306405697271769,1.0,0.01806407137677081,1.7917859942646521,0.943367431897485,0.2935665209244222,0.44189763554302175,0.4542556865380487
20728,22384,0.04533072273772027,0.04281944326210947,0.020005107687069038,0.4413145539906103,10.306405697271769,1.0,0.01806407137677081,1.7132727612199214,0.9458489816091061,0.2935665209244222,0.41632177745710597,0.4542556865380487
85099B,21928,0.0824891461649783,0.03290201753639227,0.022005618455775942,0.26676986584107326,8.10800935067293,1.0,0.0192915591220938,1.3189555876245402,0.9554820640799564,0.23564266180492252,0.24182435755777368,0.46779631713787173
21928,85099B,0.03290201753639227,0.0824891461649783,0.022005618455775942,0.6688227684346701,8.108009350672932,1.0,0.0192915591220938,2.7704526953690305,0.9064905318123121,0.23564266180492252,0.6390481592876295,0.46779631713787173
21929,85099B,0.03468970801055589,0.0824891461649783,0.020771260747424875,0.5987730061349693,7.2588096006888385,1.0,0.01790973635292171,2.2867625256132804,0.8932219739645039,0.21545253863134656,0.5627005476959996,0.4252894958435425
85099B,21929,0.0824891461649783,0.03468970801055589,0.020771260747424875,0.2518059855521156,7.2588096006888385,1.0,0.01790973635292171,1.290187135086581,0.9397560376480323,0.21545253863134656,0.22491863947093804,0.4252894958435425
22386,21931,0.04933174427513408,0.04809738656678301,0.02149484974887205,0.43572044866264015,9.05912939900891,1.0,0.019122121774457244,1.6869344479649824,0.9357776610434717,0.2830717488789237,0.4072087381899511,0.4413115517649484
21931,22386,0.04809738656678301,0.04933174427513408,0.02149484974887205,0.4469026548672566,9.05912939900891,1.0,0.019122121774457244,1.7188082063505572,0.9345642129943633,0.2830717488789237,0.4182015210857993,0.4413115517649484
22411,21931,0.04822507874350898,0.04809738656678301,0.021835362220141312,0.4527802294792586,9.413821868482922,1.0,0.01951586196560121,1.7395252597094113,0.9390594334869965,0.2931428571428572,0.42513050936262303,0.4533812651821072
21931,22411,0.04809738656678301,0.04822507874350898,0.021835362220141312,0.4539823008849557,9.413821868482922,1.0,0.01951586196560121,1.7431210065151292,0.9389334641478593,0.2931428571428572,0.4263163622821497,0.4533812651821072
85099B,21931,0.0824891461649783,0.04809738656678301,0.029709713118242956,0.36016511867905054,7.488247166589039,1.0,0.02574220076758213,1.4877316651883665,0.9443565663048097,0.2945147679324895,0.32783577616909376,0.48893211686164917
21931,85099B,0.04809738656678301,0.0824891461649783,0.029709713118242956,0.6176991150442478,7.488247166589039,1.0,0.02574220076758213,2.3999705204480892,0.9102374415697763,0.2945147679324895,0.5833282152927054,0.48893211686164917
22910,22086,0.034051247126926025,0.04788456627223972,0.022899463692857752,0.6725,14.044191111111111,1.0,0.02126893449315605,2.907222698405375,0.961537743300802,0.38788752703677,0.6560291027761634,0.5753611111111111
22086,22910,0.04788456627223972,0.034051247126926025,0.022899463692857752,0.47822222222222227,14.044191111111113,1.0,0.02126893449315605,1.8512646456255681,0.9755079595184586,0.38788752703677,0.45982871635185024,0.5753611111111111
22383,22382,0.05111943474929769,0.044181493147186515,0.020984081041968163,0.4104912572855954,9.291022734747377,1.0,0.018725548085904018,1.6213813936867643,0.9404441984126399,0.2823596792668958,0.3832419664529648,0.4427215438643777
22382,22383,0.044181493147186515,0.05111943474929769,0.020984081041968163,0.47495183044316,9.291022734747377,1.0,0.018725548085904018,1.8072257371196863,0.9336178533671616,0.2823596792668958,0.44666569346573365,0.4427215438643777
85099B,22386,0.0824891461649783,0.04933174427513408,0.03341278624329616,0.40505675954592363,8.210874468310552,1.0,0.029343452779211295,1.5979142060666,0.9571661074162631,0.33953287197231835,0.3741841732156673,0.5411823918523406
22386,85099B,0.04933174427513408,0.0824891461649783,0.03341278624329616,0.6773080241587576,8.210874468310552,1.0,0.029343452779211295,2.843302351857728,0.9237820734929468,0.33953287197231835,0.6482962850058384,0.5411823918523406
85099B,22411,0.0824891461649783,0.04822507874350898,0.027964586702987997,0.33900928792569657,7.029730106378036,1.0,0.023986541133697095,1.4399217778259792,0.9348630857208705,0.27216238608119303,0.30551783062145327,0.45944286108553145
22411,85099B,0.04822507874350898,0.0824891461649783,0.027964586702987997,0.5798764342453663,7.029730106378037,1.0,0.023986541133697095,2.183907137384621,0.9012078474039213,0.27216238608119303,0.5421050726554386,0.45944286108553145
22469,22470,0.049587128628586025,0.038988677960330294,0.020558440452881587,0.41459227467811155,10.633658189178552,1.0,0.01862510386380417,1.641610249525242,0.9532267640323648,0.3022528160200251,0.3908420099781891,0.4709424255486628
22470,22469,0.038988677960330294,0.049587128628586025,0.020558440452881587,0.527292576419214,10.633658189178552,1.0,0.01862510386380417,2.010573187473938,0.9427141648542242,0.3022528160200251,0.5026293963183758,0.4709424255486628
22697,22698,0.03975483102068613,0.029922533412786244,0.024559461990295395,0.6177730192719486,20.645745824715732,1.0,0.023369896730759242,2.537961775329013,0.9909592905343116,0.5443396226415095,0.6059830334243851,0.7192705779147794
22698,22697,0.029922533412786244,0.03975483102068613,0.024559461990295395,0.8207681365576103,20.645745824715735,1.0,0.023369896730759242,5.357558363432204,0.9809153435327135,0.5443396226415095,0.8133478102962985,0.7192705779147794
22697,22699,0.03975483102068613,0.040733804375585256,0.02983740529496893,0.7505353319057816,18.425367907831173,1.0,0.028218039785187853,3.8452988270952932,0.9848807681023057,0.589075630252101,0.7399421878597165,0.7415163597877915
22699,22697,0.040733804375585256,0.03975483102068613,0.02983740529496893,0.7324973876698014,18.425367907831173,1.0,0.028218039785187853,3.5896665105984504,0.9858858822553144,0.589075630252101,0.7214225898011665,0.7415163597877915
22698,22699,0.029922533412786244,0.040733804375585256,0.02323997616412701,0.7766714082503555,19.066999023441852,1.0,0.02202111754166866,4.295312965120785,0.9767811276959625,0.4901256732495512,0.7671880935986978,0.6736021618054285
22699,22698,0.040733804375585256,0.029922533412786244,0.02323997616412701,0.5705329153605015,19.066999023441852,1.0,0.02202111754166866,2.2587935170899356,0.9877897981682869,0.4901256732495512,0.5572857844534959,0.6736021618054285
22726,22727,0.037328679662892654,0.0395845747850515,0.02396356516557419,0.6419612314709235,16.21745932492245,1.0,0.022485925253831182,2.682434165329649,0.9747231899549615,0.452572347266881,0.6272042710591152,0.6236687877784726
22727,22726,0.0395845747850515,0.037328679662892654,0.02396356516557419,0.6053763440860215,16.21745932492245,1.0,0.022485925253831182,2.4394668335517977,0.9770126922181955,0.452572347266881,0.5900743612307994,0.6236687877784726
85099B,23199,0.0824891461649783,0.037669192134161915,0.021622541925598024,0.26212590299277605,6.958628208940429,1.0,0.01851524242972649,1.3041937801706254,0.933278894160312,0.219438444924406,0.2332427778721872,0.4180686012139021
23199,85099B,0.037669192134161915,0.0824891461649783,0.021622541925598024,0.5740112994350282,6.9586282089404286,1.0,0.01851524242972649,2.153838476509268,0.8898120147958638,0.219438444924406,0.5357126307722467,0.4180686012139021
23203,23202,0.04826764280241764,0.034774836128373204,0.020728696688516218,0.4294532627865961,12.349540949704148,1.0,0.019050197319759293,1.6917547694442423,0.9656342177472975,0.3326502732240438,0.4088977799492124,0.5127682470603727
23202,23203,0.034774836128373204,0.04826764280241764,0.020728696688516218,0.5960832313341493,12.349540949704148,1.0,0.019050197319759293,2.3562585934255296,0.9521356929412873,0.3326502732240438,0.5755983648016325,0.5127682470603727
23203,85099B,0.04826764280241764,0.0824891461649783,0.02294202775176641,0.47530864197530864,5.762074940437514,1.0,0.01896047110959882,1.7486677449561592,0.868365355574658,0.21279115673114884,0.42813607508665347,0.37671520850055423
85099B,23203,0.0824891461649783,0.04826764280241764,0.02294202775176641,0.2781217750257998,5.762074940437514,1.0,0.01896047110959882,1.3184112281979374,0.9007538203121799,0.21279115673114884,0.2415113140633337,0.37671520850055423
23301,23300,0.038222524899974464,0.031923044181493145,0.023027155869583725,0.6024498886414253,18.8719435783222,1.0,0.021806976518473617,2.4351067404062157,0.9846469808504866,0.48870822041553763,0.5893403835623305,0.6618916109873794
23300,23301,0.031923044181493145,0.038222524899974464,0.023027155869583725,0.7213333333333335,18.8719435783222,1.0,0.021806976518473617,3.451354575717797,0.978239675487935,0.48870822041553763,0.7102586888534845,0.6618916109873794
82482,82494L,0.045798927385715504,0.03754149995743594,0.02102664510087682,0.4591078066914498,12.229341054885397,1.0,0.01930728467037537,1.7793906289446717,0.9623018374115943,0.337431693989071,0.4380098536356325,0.5095992548196477
82494L,82482,0.03754149995743594,0.045798927385715504,0.02102664510087682,0.5600907029478458,12.229341054885397,1.0,0.01930728467037537,2.1690859434170076,0.9540457540727542,0.337431693989071,0.5389763125638635,0.5095992548196477
85099B,85099C,0.0824891461649783,0.038733293606878355,0.024261513577934792,0.29411764705882354,7.593406593406593,1.0,0.021066437260145985,1.361794500723589,0.9463722397476342,0.25021949078138717,0.2656748140276302,0.460245636716225
85099C,85099B,0.038733293606878355,0.0824891461649783,0.024261513577934792,0.6263736263736264,7.593406593406593,1.0,0.021066437260145985,2.4556908146760876,0.9032943676939427,0.25021949078138717,0.5927826117100565,0.460245636716225
85099B,85099F,0.0824891461649783,0.033327658125478846,0.022005618455775942,0.26676986584107326,8.004458784253098,1.0,0.01925644839332689,1.3183750869477988,0.9537430822080797,0.23457350272232302,0.2414905212483015,0.46352541823343574
85099F,85099B,0.033327658125478846,0.0824891461649783,0.022005618455775942,0.6602809706257982,8.004458784253098,1.0,0.01925644839332689,2.7007932276421878,0.9052391299404415,0.23457350272232302,0.6297384080479914,0.46352541823343574
85099B,DOT,0.0824891461649783,0.03017791776623819,0.020643568570698902,0.2502579979360165,8.292752332170341,1.0,0.018154217901124984,1.29354108421819,0.958476698429217,0.2243293246993525,0.22692830386257504,0.4671600285871902
DOT,85099B,0.03017791776623819,0.0824891461649783,0.020643568570698902,0.6840620592383639,8.292752332170341,1.0,0.018154217901124984,2.9040856936117434,0.9067774286302481,0.2243293246993525,0.6556575440594787,0.4671600285871902
"22697, 22698",22699,0.024559461990295395,0.040733804375585256,0.020984081041968163,0.854419410745234,20.975684050207448,1.0,0.01998368072168585,6.589245177086754,0.9763032323807911,0.4735830931796351,0.8482375487442219,0.6847854629483745
"22697, 22699",22698,0.02983740529496893,0.029922533412786244,0.020984081041968163,0.703281027104137,23.5033918218842,1.0,0.02009127028507861,3.26934761575787,0.9868994688860829,0.5411635565312843,0.6941285792981701,0.702280627350077
"22698, 22699",22697,0.02323997616412701,0.03975483102068613,0.020984081041968163,0.902930402930403,22.71246989983607,1.0,0.02006017971663852,9.892337023824643,0.9787166752523828,0.4994934143870316,0.8989116527680359,0.7153838310155227
22697,"22698, 22699",0.03975483102068613,0.02323997616412701,0.020984081041968163,0.5278372591006425,22.712469899836073,1.0,0.02006017971663852,2.0686935652215546,0.9955492138161207,0.4994934143870316,0.5166031273013114,0.7153838310155227
22698,"22697, 22699",0.029922533412786244,0.02983740529496893,0.020984081041968163,0.701280227596017,23.5033918218842,1.0,0.02009127028507861,3.24773478132208,0.9869860732008464,0.5411635565312843,0.6920930841548205,0.702280627350077
22699,"22697, 22698",0.040733804375585256,0.024559461990295395,0.020984081041968163,0.5151515151515151,20.975684050207445,1.0,0.01998368072168585,2.011846109645016,0.992764838996787,0.4735830931796351,0.5029440894082863,0.6847854629483745
